Cre01.g066187.t1.1	g1995.t1	Related to bacterial zupT homologs; appears as CrZIP9 in PMID: 15710683; PMID: 16766055 Related to bacterial zupT homologs; appears as CrZIP9 in PMID: 15710683; PMID: 16766055
Cre06.g303050.t1.2	g1996.t1	
Cre03.g184700.t1.2	g1998.t1	
Cre12.g548000.t1.2	g199.t1	
Cre01.g006800.t1.1	g19.t1	Phosphatidylinositol N-acetylglucosaminyltransferase (PIG-A) and glycosyl transferase. Previously annotated as GTR18
Cre13.g580600.t1.2	g2005.t1	
Cre13.g580600.t1.2	g2005.t1	
Cre01.g012300.t1.1	g2007.t1	
Cre09.g393432.t1.1	g2008.t1	
Cre10.g449750.t1.1	g2009.t1	
Cre09.g416250.t1.1	g200.t1	
Cre06.g264200.t1.2	g2011.t1	Iron-sulfur subunit of mitochondrial succinate dehydrogenase [ubiquinone] (complex II), precursor of iron-sulfur protein, (Ip, iron-sulfur subunit of complex II); SDHB
Cre01.g028150.t1.2	g2014.t1	
Cre06.g249150.t1.1	g2017.t1	
Cre06.g251100.t1.2	g2018.t1	Putative N-myristoyl transferase, partial cds; involved in N-terminal myristoylation of cytosolic proteins. 5' end of model is incomplete.
Cre01.g011200.t1.2	g2024.t1	
Cre01.g011200.t1.2	g2024.t2	
Cre10.g432200.t1.2	g2025.t1	
Cre06.g273500.t1.2	g2026.t1	
Cre16.g671050.t1.2	g2030.t1	
Cre16.g650300.t1.2	g2035.t1	Replication-linked Histone H3
Cre06.g293950.t1.2	g2038.t1	Serine hydroxymethyltransferase, by homology to Arabidopsis gene (Identifier 023254); found in the flagellar proteome [PMID: 15998802]
Cre09.g400367.t1.1	g2039.t1	Homologue of S. cerevisiae RCL1, which is an RNA terminal phosphate cyclase-like protein involved in the 35S pre-rRNA precursor processing at sites A0, A1, and A2; Yeast Rcl1 does not possess detectable RNA cyclase activity. Homologue of S. cerevisiae RCL1, which is an RNA terminal phosphate cyclase-like protein involved in the 35S pre-rRNA precursor processing at sites A0, A1, and A2; Yeast Rcl1 does not possess detectable RNA cyclase activity.
Cre01.g021800.t1.2	g2041.t1	
Cre03.g194100.t1.2	g2042.t1	MAPKKK3; MAP (Mitogen-Activated) Kinase Kinase Kinase Homolog 3; MEK Kinase 3; MAP3K3
Cre10.g432000.t1.2	g2043.t1	Homologous to eukaryotic UV-DDB1(UV-damaged DNA binding complex subunit 1 protein); Nucleus
Cre03.g182750.t1.2	g2044.t1	
Cre12.g520350.t1.2	g2047.t1	Aldehyde dehydrogenase
Cre13.g576600.t1.2	g2048.t1	
Cre13.g573450.t1.2	g204.t1	
Cre12.g526800.t1.2	g2053.t1	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44); GI:18644674; possibly cytosolic targeted splicing variant of GND1a based on EST evidence & similarity to GI:13936693
Cre12.g526800.t1.2	g2053.t2	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44); GI:18644674; possibly cytosolic targeted splicing variant of GND1a based on EST evidence & similarity to GI:13936693
Cre06.g280050.t1.2	g2054.t1	Homologue of yeast Xrn1p and Rat1p, which are the cytoplasmic and the nuclear 5'->3' exoribonuclease. Tge nuclear Rat1p is involved in transcription termination by RNA polymerase II. Although several genes are found for 5'->3' exoribonuclease in other org
Cre16.g677250.t1.2	g2062.t1	
Cre08.g358538.t1.1	g2065.t1	Putative chloroplast lycopene beta cyclase Putative chloroplast lycopene beta cyclase
Cre10.g418400.t2.1	g2066.t1	
Cre14.g611650.t1.1	g2067.t1	
Cre14.g611650.t1.1	g2067.t1	
Cre09.g406200.t1.2	g2069.t1	Prolyl-tRNA synthetase. Organellar class II (G, H, P and S) aminoacyl tRNA synthetase. Previously annotated as ProRS1 or PRORS1 but renamed in tRNA synthetase series
Cre09.g400478.t1.1	g206.t1	
Cre09.g400478.t1.1	g206.t1	
Cre07.g316050.t1.2	g2073.t1	Class III J-domain protein, not involved in protein refolding; binds and delivers VIPP1 to HSP70B; conserved in higher plants, but not in cyanobacteria
Cre06.g263602.t1.2	g2074.t1	
Cre03.g158050.t1.1	g2075.t1	
Cre03.g158050.t1.1	g2075.t2	
Cre09.g401515.t1.1	g2076.t1	
Cre08.g380201.t1.1	g2078.t1	
Cre09.g400478.t1.1	g207.t1	
Cre08.g379550.t1.1	g2080.t1	Na+-dependent inorganic phosphate cotransporter. Previously annotated as MFT11
Cre02.g143547.t1.1	g2083.t1	
Cre01.g054500.t1.2	g2085.t1	
Cre03.g153800.t1.1	g2087.t1	
Cre10.g441300.t1.1	g2089.t1	
Cre09.g390023.t1.1	g208.t1	Copper responsive regulator 1; SBP domain containing, ankyrin repeats [gi:63145978; PMID: 16352720] Copper responsive regulator 1; SBP domain containing, ankyrin repeats [gi:63145978; PMID: 16352720]
Cre17.g716800.t1.2	g2094.t1	Xanthine/uracil/vitamin C permease-like, sodium-dependent
Cre06.g278198.t1.1	g2095.t1	
Cre13.g572200.t1.2	g2099.t1	
Cre06.g302000.t1.1	g2102.t1	
Cre03.g175800.t1.1	g2104.t1	
Cre17.g717800.t1.2	g2105.t1	
Cre16.g686650.t1.2	g2106.t1	
Cre12.g533300.t1.2	g2107.t1	
Cre10.g446400.t1.1	g2109.t1	Putative katanin p60 catalytic subunit GI:6466293, PMID: 10401578
Cre08.g379000.t1.2	g2110.t1	
Cre02.g118450.t1.1	g2111.t1	DnaJ-like protein; contains N-terminal J-domain (pfam00226); weak homology to rice Q7XI55, which contains thioredoxin fold and is predicted to be ER-targeted
Cre05.g237000.t1.2	g2112.t1	Methionyl aminopeptidase, involved in N-terminal maturation of proteins; Metallopeptidase family M24; probably targeted to both chloroplast and mitochondrial [PMID: 11060042, 14532271]
Cre06.g278261.t1.1	g2113.t1	
Cre12.g500650.t1.2	g2116.t1	Expressed conserved 3'-5' Exoribonuclease II; RNase R. Genbank accession EF431887, PMID: 17351118. Chloroplast targeting experimentally verified.
Cre07.g325746.t1.1	g2117.t1	Cytosolic 80S ribosomal protein L38; Cytosolic 60S large ribosomal subunit protein L38 Cytosolic 80S ribosomal protein L38; Cytosolic 60S large ribosomal subunit protein L38
Cre05.g248500.t1.2	g2118.t1	Thioredoxin o, mitochondrial thioredoxin (by homology), putative N-terminal transit peptide for targeting to mitochondria (Lemaire et al (2003) Plant Physiol. Biochem. 41, 513-521; also PMID: 11717467).
Cre09.g389750.t1.1	g2119.t1	
Cre17.g732802.t1.1	g2120.t1	
Cre08.g372800.t1.1	g2121.t1	
Cre36.g759647.t1.1	g2122.t1	
Cre12.g518200.t1.1	g2124.t1	Protein disulfide isomerase with thioredoxin fold. Previously annotated as DNJ3, but this is not correct
Cre17.g708300.t1.2	g2125.t1	26S proteasome regulatory complex, lid subcomplex, non-ATPase subunit RPN12 (PSD8)
Cre10.g454450.t1.1	g2126.t1	
Cre16.g681238.t1.1	g2127.t1	
Cre07.g357950.t1.2	g2129.t1	
Cre17.g710150.t1.2	g2131.t1	26S proteasome regulatory complex, base subcomplex, ATPase RPT4. Identified by Abe et al. 2004 [PMID: 15459796] as NSG8, a gene expressed during nitrogen-starved gametogenesis.
Cre06.g279850.t1.2	g2132.t1	
Cre09.g399073.t1.2	g2134.t1	
Cre12.g542300.t1.2	g2135.t1	Related to Arabidopsis D-glycerate 3-kinase (GLYK) (PMID: 15980259). Previously annotated as GLYK
Cre06.g299450.t1.2	g2136.t1	
Cre03.g176651.t1.1	g2139.t1	
Cre16.g675602.t1.1	g2140.t1	
Cre03.g167450.t1.1	g2141.t1	
Cre10.g452500.t1.2	g2142.t1	
Cre17.g697650.t1.1	g2146.t1	
Cre08.g361800.t1.2	g2148.t1	
Cre04.g213100.t1.1	g2149.t1	Conserved, expressed esterase / lipase / thioesterase family protein
Cre10.g427600.t1.2	g214.t1	Microtubule-severing protein katanin, p60 (catalytic) subunit. Genbank accession AF205377; PMID: 10401578
Cre07.g321200.t1.2	g2150.t1	
Cre16.g663700.t1.1	g2152.t1	
Cre03.g145907.t1.1	g2156.t1	Putative ribosomal RNA methyltransferase in the RrmJ/FtsJ family; previously annotated as TRM7 Putative ribosomal RNA methyltransferase in the RrmJ/FtsJ family; previously annotated as TRM7
Cre03.g145887.t1.1	g2159.t1	TatC-like sec-independent protein translocon subunit. Expressed Protein. Similar to thylakoid membrane sec-independent protein translocator. Involved in the twin-arginine translocation pathway. Probably chloroplastic. Previously annotated as TATC
Cre14.g617900.t1.2	g215.t1	Cytosolic 80S ribosomal protein L35; Cytosolic 60S large ribosomal subunit protein L35
Cre04.g223850.t1.2	g2160.t1	Cytoplasmic DExD/H-box helicase, stimulates mRNA 5'-decapping. Homologue of S. cerevisiae Dhh1. Might be involved in the translational control of some specific mRNAs. Previously annotated as DEH1
Cre12.g499500.t1.1	g2161.t1	Sulfur acclimation protein 3, Snf1-like serine/threonine kinase; positive and negative regulator of sulfur deficiency responses; NCBI accessions AF100162 (mRNA) and AAC98509 (protein) [PMID: 10368187]
Cre12.g499500.t1.1	g2162.t1	Sulfur acclimation protein 3, Snf1-like serine/threonine kinase; positive and negative regulator of sulfur deficiency responses; NCBI accessions AF100162 (mRNA) and AAC98509 (protein) [PMID: 10368187]
Cre12.g502250.t1.2	g2163.t1	Conserved expressed protein related to plastid lipid associated protein PAP (PMID: 16461379); some similarity to Arabidopsis protein gi|15241221|ref|NP_197494.1. Previously annotated as PLAP4
Cre12.g533950.t1.1	g2164.t1	
Cre06.g268150.t1.1	g2165.t1	NimA (never-in-mitosis) related kinase homolog 3 [gi:34334395, PMID: 15068267]
Cre04.g228000.t1.1	g2166.t1	
Cre03.g165050.t1.2	g2171.t1	
Cre03.g167150.t1.2	g2173.t1	Uses NADPH and non-covalently-bound FAD to catalyse the oxygenation of nucleophilic nitrogen, sulphur, phosphorous and selenium atoms; important for xenobiotic detoxification; one of the many Arabidopsis homologues is essential for Systemic Acquired Resis
Cre17.g734516.t1.1	g2174.t1	26S proteasome regulatory complex, lid subcomplex, non-ATPase subunit RPN9 (subunit 9) (PSD11) (PSMD11); 26S proteasome regulatory complex, lid subcomplex, non-ATPase subunit RPN9 (subunit 13) (PSD13) (PSMD13) 26S proteasome regulatory complex, lid subcomplex, non-ATPase subunit RPN9 (subunit 9) (PSD11) (PSMD11); 26S proteasome regulatory complex, lid subcomplex, non-ATPase subunit RPN9 (subunit 13) (PSD13) (PSMD13)
Cre03.g145767.t1.1	g2175.t1	
Cre12.g524350.t1.1	g2176.t1	Forms a sliding clamp complex with Rad9 and Rad1 that mediates repair at sites of DNA damage.
Cre17.g742700.t1.1	g2178.t1	Histone-lysine N-methyltransferase. Green-lineage-and-diatoms conserved protein contains a SET domain with similarity to Arabidopsis thaliana ATXR3, SET2, SDG2 (At4g15180) and Oryza sativa SDG701. Previously annotated as CGLD30. ChromoDB SDG3401. Poss
Cre09.g391652.t1.1	g2181.t1	
Cre03.g165300.t1.1	g2182.t1	
Cre06.g292500.t1.2	g2183.t1	Conserved expressed protein, cyclophilin type. Two alternatively spliced variants are expected
Cre07.g331550.t1.2	g2184.t1	Phosphoserine aminotransferase (EC 2.6.1.52); phosphoserine transaminase; Target-P predicts mitochondrial targeting; plastid targeting predicted by homology
Cre07.g314900.t1.1	g2185.t1	
Cre07.g325736.t1.1	g2186.t1	
Cre07.g316850.t1.2	g2187.t1	Homologous to MCM4/CDC21 DNA replication protein
Cre07.g314950.t1.2	g2188.t1	RNA polymerase III subunit, Rpc34-like. The family comprises a subunit specific to RNA Pol III, the tRNA specific polymerase. The C34 subunit of Saccharomyces cerevisiae RNA Pol III is part of a subcomplex of three subunits which have no counterpart in t
Cre16.g674650.t1.2	g2189.t1	
Cre07.g346800.t1.2	g2190.t1	
Cre10.g420100.t1.2	g2191.t1	DnaJ-like protein, probably cytosolic since it contains no N-terminal extension and homologs in Arabidopsis (Q9SR91), tobacco (Q9SP09), and rice (Q688X8) are predicted by TargetP to be cytosolic; contains N-terminal J-domain (pfam00226) and DnaJ C termina
Cre06.g306800.t1.2	g2194.t1	
Cre16.g650550.t2.1	g2195.t1	Flagellar Associated Protein similar to nucleoside diphosphate kinase, found in the flagellar proteome [PMID: 15998802]
Cre11.g467680.t1.1	g2196.t1	
Cre11.g467680.t1.1	g2196.t1	
Cre11.g467680.t1.1	g2196.t1	
Cre06.g278185.t1.1	g2197.t1	UDP-glucose dehydrogenase, belongs to the UDP-glucose/GDP-mannose dehydrogenase family. Found in the flagellar proteome [PMID: 15998802]; (UGPD1, UDP2) UDP-glucose dehydrogenase, belongs to the UDP-glucose/GDP-mannose dehydrogenase family. Found in the flagellar proteome [PMID: 15998802]; (UGPD1, UDP2)
Cre06.g299700.t1.2	g2198.t1	SOUL heme-binding protein
Cre12.g538750.t1.2	g2199.t1	U6 snRNA-associated Sm-like protein LSm1, RNA cap binding; (SMP6d)
Cre01.g007737.t1.1	g219.t1	
Cre09.g400516.t1.1	g2201.t1	
Cre16.g689423.t1.1	g2202.t1	
Cre11.g480060.t1.2	g2204.t1	
Cre02.g078858.t1.1	g2205.t1	Aspartic protease (A22 family), catalytic subunit of the gamma-secretase complex; carries out intramembrane cleavage of type I monotopic membrane proteins like beta-Amyloid Precursor Protein (PMID: 17047369); presenilin is activated by cleavage in the non Aspartic protease (A22 family), catalytic subunit of the gamma-secretase complex; carries out intramembrane cleavage of type I monotopic membrane proteins like beta-Amyloid Precursor Protein (PMID: 17047369); presenilin is activated by cleavage in the non
Cre07.g346650.t1.1	g2206.t1	
Cre16.g692116.t1.1	g2207.t1	
Cre17.g712100.t1.2	g2209.t1	Pfam00070, Pyr_redox, Pyridine nucleotide-disulphide oxidoreductase; COG1251, NirB, NAD(P)H-nitrite reductase; monodehydroascorbate ferredoxin reductase related. Previously annotated as MDAR1
Cre02.g144950.t1.1	g220.t1	Voltage-dependent 1-domain potassium channel (Shaker-like), alpha subunit; P-loop contains conserved motif for K+ selectivity, cyclic nucleotide binding domain at C-terminus
Cre13.g574700.t1.2	g2210.t1	
Cre13.g591400.t1.1	g2211.t1	
Cre06.g257601.t1.2	g2212.t1	2-cys Peroxiredoxin, thioredoxin dependent peroxidase, chloroplast precursor, PMID: 11784321. Protein processed at aa 39 to produce N-terminus of SHAEKPL as determined by Edman degradation
Cre08.g370601.t1.1	g2215.t1	
Cre09.g402108.t1.1	g2216.t1	
Cre09.g402108.t1.1	g2216.t1	
Cre09.g402108.t1.1	g2216.t1	
Cre12.g524500.t1.2	g2218.t1	SET domain-containing methyltransferase; catalyzes methylation of the N-terminal alpha-amino group of the processed form of RuBisCO small subunit prior to holoenzyme assembly.
Cre01.g023000.t1.1	g2219.t1	Na+-dependent inorganic phosphate cotransporter. Previously annotated as MFT12.
Cre10.g459500.t1.1	g2222.t1	Involved in the biogenesis of the 60S ribosomal subunit (By similarity); Probably nuclear; nucleolar; Belongs to the GTP1/OBG family; NOG subfamily. Previously annotated as NGB1
Cre07.g332800.t1.2	g2226.t1	
Cre14.g633550.t1.2	g2230.t1	
Cre12.g508250.t1.1	g2237.t1	
Cre12.g508250.t1.1	g2238.t1	
Cre08.g360550.t1.1	g2239.t1	NO-forming, copper-containing nitrite reductase. N-terminus: transmembrane protein with a DUF221 domain of unknown function; this domain is present in many eukaryotes, in particular in Arabidopsis ERD4 (early response to dehydration); belongs to a cluster
Cre17.g734400.t1.1	g223.t1	Ubiquitin ligase SCF complex subunit Cullin. Acclimation to changing CO2 concentrations and light intensities was studied by Yamano et al. 2008 [PMID: 18322145].
Cre12.g507250.t1.1	g2240.t1	
Cre06.g293300.t1.1	g2242.t1	
Cre17.g714150.t1.1	g2247.t1	Potassium ion uptake transporter. Linked to related KUP2 and KUP3
Cre12.g508250.t1.1	g2248.t1	
Cre17.g719900.t1.2	g2256.t1	Catalytic Isoform 3. COG0574, PpsA, Phosphoenolpyruvate synthase/pyruvate phosphate dikinase [Carbohydrate transport and metabolism]. pfam00686, CBM_20, Starch binding domain.
Cre17.g719900.t1.2	g2256.t2	Catalytic Isoform 3. COG0574, PpsA, Phosphoenolpyruvate synthase/pyruvate phosphate dikinase [Carbohydrate transport and metabolism]. pfam00686, CBM_20, Starch binding domain.
Cre17.g719900.t1.2	g2256.t3	Catalytic Isoform 3. COG0574, PpsA, Phosphoenolpyruvate synthase/pyruvate phosphate dikinase [Carbohydrate transport and metabolism]. pfam00686, CBM_20, Starch binding domain.
Cre09.g413300.t1.2	g2257.t1	
Cre16.g652050.t1.2	g2259.t1	
Cre09.g388900.t1.2	g225.t1	
Cre16.g682300.t1.2	g2260.t1	Cytosolic 80S ribosomal protein S26; Cytosolic 40S small ribosomal subunit protein S26
Cre06.g265800.t1.2	g2262.t1	Chloroplast ribosomal protein L28, imported to chloroplast; Chloroplast large ribosomal subunit protein L28
Cre12.g537100.t1.2	g2263.t1	
Cre12.g497000.t1.2	g2264.t1	Conserved uncharacterized Flagellar Associated Protein; similar to Human / Mouse HEAT - like repeat containing protein; found in the flagellar proteome [PMID: 15998802]
Cre08.g362900.t1.1	g2266.t1	Shows similarity to PSBP (OEE2, oxygen-evolving enhancer protein 2 of photosystem II, OEC23, 23 kDa subunit of oxygen evolving complex : PMID: 3468511); orthologous to At4g15510; targeted to thylakoid lumen by TAT pathway
Cre07.g355600.t1.1	g2267.t1	Similar to AtNTRA and AtNTRB targeted to cytosol and mitochondria in Arabidopsis due to alternative initiation of transcription. Apparently no alternative initiation of transcription for this NTR in Chlamy and no N-terminal extension for targeting to the -
Cre01.g007150.t1.1	g2268.t1	
Cre06.g250750.t1.2	g226.t1	
Cre10.g454650.t1.2	g2270.t1	
Cre02.g103550.t1.2	g2272.t1	Eukaryotic translation initiation factor 1A, eIF-1A. Also known as EIF4C
Cre02.g103550.t1.2	g2272.t2	Eukaryotic translation initiation factor 1A, eIF-1A. Also known as EIF4C
Cre06.g294850.t1.2	g2275.t1	Ubiquitin carrier-like protein; related to Ubiquitin-conjugating enzyme E2-17 kDa (Ubiquitin-protein ligase) (Ubiquitin carrier protein). Discussed by Wang et al. 2008 [PMID: 18493050] as SAE2, XP_001690945. ChromoDB DMT3402
Cre12.g538700.t1.2	g2276.t1	
Cre08.g367800.t1.2	g2277.t1	
Cre12.g514250.t1.2	g2278.t1	
Cre12.g514250.t1.2	g2278.t2	
Cre07.g318651.t1.1	g227.t1	
Cre16.g686800.t1.2	g2281.t1	Putative phosphate transporter homolog type A-2, splice variant b, similar to yeast Pho84 H+/Pi symporter; clusters with PTA3 and PTA4 on scaffold 14. This putative splice variant is not supported by EST evidence, but the model produces a gene product tha
Cre06.g311650.t1.1	g2285.t1	Putative inward rectifier K+ channel TC# 1.A.2
Cre02.g093950.t1.2	g2288.t1	
Cre12.g494100.t1.1	g2289.t1	
Cre10.g466350.t1.1	g2291.t1	Calcium/calmodulin-dependent protein kinase. Conserved ser/thr protein kinase related to OST1 of Arabidopsis
Cre02.g091200.t1.1	g2293.t1	
Cre07.g329300.t1.2	g2295.t1	Mechanosensitive ion channel; sequence similarity with bacterial (E. coli) mechanosensitive ion channel MscS
Cre01.g027150.t1.1	g2297.t1	DEAD/DEAH-box helicase, possibly plastid targeted. Plant-lineage-and-diatoms conserved protein. Previously annotated as CPLD46
Cre12.g497300.t1.2	g2299.t1	Rhodanese-like, Ca-sensing receptor, chloroplast location proposed; present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018]. Busch et al. (2010) (Chlamy 2010 Meeting abstract) proposed that this protein -
Cre12.g497300.t1.2	g2299.t2	Rhodanese-like, Ca-sensing receptor, chloroplast location proposed; present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018]. Busch et al. (2010) (Chlamy 2010 Meeting abstract) proposed that this protein -
Cre12.g497300.t1.2	g2299.t3	Rhodanese-like, Ca-sensing receptor, chloroplast location proposed; present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018]. Busch et al. (2010) (Chlamy 2010 Meeting abstract) proposed that this protein -
Cre06.g295700.t1.1	g229.t1	Homologous to MCM3 DNA replication protein
Cre01.g004450.t1.2	g2300.t1	Conserved expressed membrane protein of unknown function (DUF1517). This family consists of several hypothetical glycine rich plant and bacterial proteins of around 300 residues in length.
Cre01.g004450.t1.2	g2300.t2	Conserved expressed membrane protein of unknown function (DUF1517). This family consists of several hypothetical glycine rich plant and bacterial proteins of around 300 residues in length.
Cre01.g054000.t1.2	g2301.t1	
Cre10.g428500.t1.1	g2305.t1	
Cre12.g508700.t1.2	g2309.t1	Belongs to the family of exostosin-like glycosyltransferases
Cre07.g341800.t1.2	g230.t1	
Cre10.g422450.t1.2	g2311.t1	
Cre01.g012600.t1.1	g2312.t1	Phosphoglucomutase; differs from the GPMs found in plants and other algae
Cre08.g375650.t1.1	g2314.t1	
Cre15.g637761.t1.2	g2315.t1	
Cre10.g443650.t1.1	g2316.t1	
Cre05.g232752.t1.1	g2318.t1	
Cre02.g142146.t1.1	g2322.t1	
Cre04.g213750.t2.1	g2323.t1	
Cre11.g479350.t1.1	g2324.t1	
Cre02.g081176.t1.2	g2326.t1	
Cre05.g245102.t1.1	g2327.t1	
Cre10.g455700.t1.2	g2328.t1	Non-canonical poly(A) polymerase
Cre10.g453100.t1.2	g2329.t1	
Cre03.g190550.t1.2	g232.t1	
Cre05.g236216.t1.1	g2334.t1	
Cre06.g271400.t1.1	g2335.t1	Phosphoglycolate phosphatase (EC 3.1.3.18), chloroplast precursor; similar to Chlamydomonas PGP1. Probably a 4-nitrophenylphosphatase. Cited by Kerk et al. 2008 [PMID: 18156295] as chronophin-like CTD protein phosphatase
Cre05.g236216.t1.1	g2336.t1	
Cre17.g720183.t1.1	g2338.t1	
Cre17.g696600.t1.1	g2340.t1	
Cre09.g398550.t1.2	g2343.t1	
Cre12.g487250.t1.2	g2346.t1	
Cre16.g671850.t1.2	g2347.t1	
Cre14.g616250.t1.2	g2349.t1	Polyketide cyclase/dehydrase. Conserved expressed protein of unknown function; some similarity to predicted proteins of in plants and cyanobacteria. COG5637. Previously annotated as CPL9 (which was a predicted membrane protein)
Cre14.g615400.t1.2	g234.t1	Truncated hemoglobin, plastid-located. Orthologous to C. eugametos LI637 and LI410 [PMID: 8177215, PMID: 10563822]; Truncated hemoglobins (trHbs) are a family of oxygen-binding heme proteins found in cyanobacteria, other eubacteria and unicellular eukaryo
Cre09.g402515.t1.1	g2350.t1	Contains PTS1 canonical sequence Contains PTS1 canonical sequence
Cre01.g022250.t1.1	g2351.t1	Putative mitochondrial ribosomal protein L3, imported to mitochondria
Cre13.g586600.t1.2	g2353.t1	
Cre01.g030850.t1.2	g2354.t1	20S proteasome alpha subunit D (type 7)
Cre02.g102950.t1.1	g2355.t1	
Cre07.g340050.t1.1	g2357.t1	
Cre07.g340050.t1.1	g2357.t2	
Cre03.g195650.t1.2	g2359.t1	Chloroplast Ribosomal Protein S10, imported to chloroplast; Chloroplast Small Ribosomal Subunit Protein S10
Cre01.g053850.t1.2	g235.t1	
Cre04.g217921.t1.1	g2360.t1	Expressed Protein. Beta-COP. Subunit of COP-I complex involved in vesicle coat formation. Expressed Protein. Beta-COP. Subunit of COP-I complex involved in vesicle coat formation.
Cre09.g391949.t1.1	g2362.t1	Putative U2 snRNP auxiliary factor, large subunit, U2AF. Previously annotated as SPL8 Putative U2 snRNP auxiliary factor, large subunit, U2AF. Previously annotated as SPL8
Cre02.g141706.t1.1	g2363.t1	
Cre09.g407700.t1.2	g2365.t1	Cysteine endopeptidases (EC 3.4.22), C1A family (papain-type); similar to protease component of protease-inhibitor complex of Zea mays BAA88898.1; contains N-terminal cathepsin propeptide inhibitor domain (I29) and C-terminal granulin (Cys-rich) domain
Cre12.g495951.t2.1	g2366.t1	
Cre12.g543902.t1.1	g2367.t1	
Cre06.g264300.t1.2	g236.t1	Chloroplast ribosomal protein S15, imported to chloroplast; Chloroplast small ribosomal subunit S15
Cre17.g731100.t1.2	g2371.t1	
Cre17.g731350.t1.1	g2372.t1	
Cre03.g158150.t1.1	g2373.t1	
Cre12.g487400.t1.2	g2374.t1	
Cre17.g740510.t1.1	g2375.t1	
Cre09.g408550.t1.2	g2377.t1	
Cre07.g327000.t1.2	g2378.t1	
Cre12.g560350.t1.1	g2379.t1	NimA (never-in-mitosis) related kinase homolog 2 [gi:34334393, PMID: 15068267, 16030138]. Found in the flagellar proteome [PMID: 15998802]
Cre12.g492851.t1.1	g2380.t1	
Cre12.g555750.t1.2	g2381.t1	
Cre03.g146707.t1.1	g2383.t1	
Cre12.g513500.t1.2	g2384.t1	Involved in transcription-coupled DNA repair. Contains TPR and HAT repeats (PMID: 10944529). Probably a pre-mRNA splicing factor
Cre09.g403219.t1.1	g2386.t1	
Cre05.g230600.t1.1	g2387.t1	
Cre01.g048350.t1.2	g2388.t1	Mannan endo-1,4-beta-mannosidase. Green-lineage conserved protein related to carbohydrate hydrolase. Previously annotated as CGL53
Cre02.g098450.t1.2	g2389.t1	Putative eukaryotic translation initiation factor 2 subunit 3, eIF2 gamma subunit. Also known as EIF2S3 (eIF2 subunit 3)
Cre13.g586250.t1.2	g2393.t1	
Cre02.g146050.t1.2	g2394.t1	
Cre10.g431800.t1.2	g2395.t1	Similar to arylsulfatase from Volvox and Chlamydomonas
Cre05.g239750.t1.2	g2396.t1	
Cre14.g625350.t1.1	g2397.t1	
Cre09.g388050.t1.2	g239.t1	
Cre12.g501050.t1.2	g23.t1	Aldehyde/histidinol dehydrogenase
Cre17.g723350.t1.2	g2400.t1	Similar to Arabidopsis Sultr4;1. Previously annotated as SULTR2
Cre06.g278136.t1.1	g2401.t1	
Cre04.g219750.t1.1	g2403.t1	
Cre08.g364650.t1.1	g2404.t1	
Cre16.g679445.t1.1	g2406.t1	Similar to putative cyanobacterial secreted and surface proteins [PMID: 7925267]; contains 1 FAS1 (BIgH3) domains, involved in cell recognition; probably extracellular (by homology) Similar to putative cyanobacterial secreted and surface proteins [PMID: 7925267]; contains 1 FAS1 (BIgH3) domains, involved in cell recognition; probably extracellular (by homology)
Cre16.g690050.t1.2	g2408.t1	Holocytochrome c synthase, cytochrome C1 heme lyase (CC1HL) [PMID: 14514677]; related to animal cyt c biogenesis pathways
Cre01.g020918.t1.1	g2409.t1	
Cre02.g103100.t1.1	g240.t1	
Cre14.g626500.t1.2	g2411.t1	
Cre17.g701000.t1.2	g2413.t1	
Cre07.g335750.t1.1	g2414.t1	Intraflagellar transport particle protein 88
Cre07.g335750.t1.1	g2414.t1	Intraflagellar transport particle protein 88
Cre12.g550850.t1.2	g2415.t1	Oxygen-evolving enhancer protein 2, chloroplast precursor (OEE2) (23 kDa subunit of oxygen evolving complex of photosystem II) (OEC 23 kDa subunit) (23 kDa thylakoid membrane protein) (OEC23);PMID: 3468511; targeted to thylakoid lumen by TAT pathway
Cre11.g480650.t1.2	g2416.t1	
Cre09.g393136.t1.1	g2418.t1	
Cre06.g278239.t1.1	g2419.t1	Serine/arginine rich (SR) protein factor involved in mRNA splicing; pre-mRNA splicing factor ASF/SF2; contains two RNA recognition motifs (RRM) Alternative splicing factor ASF/SF2 (RRM superfamily). Previously annotated as SRP36 but this conflicts with s Serine/arginine rich (SR) protein factor involved in mRNA splicing; pre-mRNA splicing factor ASF/SF2; contains two RNA recognition motifs (RRM) Alternative splicing factor ASF/SF2 (RRM superfamily). Previously annotated as SRP36 but this conflicts with s
Cre03.g206600.t1.2	g2421.t1	Acetohydroxyacid dehydratase (EC 4.2.1.9); ILVD; dihydroxy-acid dehydrase; probable plastid location, based on homology and on Target-P prediction
Cre07.g337300.t1.1	g2422.t1	Dual-Specificity Tyrosine-Phosphorylated Protein Kinase 2. Previously annotated as DYRK2
Cre05.g240550.t1.2	g2423.t1	
Cre04.g220200.t1.2	g2424.t1	
Cre03.g179750.t1.2	g2426.t1	
Cre17.g718250.t1.1	g2427.t1	
Cre12.g547900.t1.2	g2430.t1	
